time_stamp,power
2026-01-01T00:00:10.800Z,0.471236
2026-01-01T00:00:11.016Z,3.613991
2026-01-01T00:00:11.232Z,6.707332
2026-01-01T00:00:11.448Z,9.702623
2026-01-01T00:00:11.664Z,12.552776
2026-01-01T00:00:11.880Z,15.212990
2026-01-01T00:00:12.096Z,17.641461
2026-01-01T00:00:12.312Z,19.800039
2026-01-01T00:00:12.528Z,21.654830
2026-01-01T00:00:12.744Z,23.176733
2026-01-01T00:00:12.960Z,24.341894
2026-01-01T00:00:13.176Z,25.132087
2026-01-01T00:00:13.392Z,25.534999
2026-01-01T00:00:13.608Z,25.544423
2026-01-01T00:00:13.824Z,25.160361
2026-01-01T00:00:14.040Z,24.389017
2026-01-01T00:00:14.256Z,23.242705
2026-01-01T00:00:14.472Z,21.739651
2026-01-01T00:00:14.688Z,19.903708
2026-01-01T00:00:14.904Z,17.763979
2026-01-01T00:00:15.120Z,15.354357
2026-01-01T00:00:15.336Z,12.712992
2026-01-01T00:00:15.552Z,9.881689
2026-01-01T00:00:15.768Z,6.905246
2026-01-01T00:00:15.984Z,3.830754
2026-01-01T00:00:16.200Z,0.706848
2026-01-01T00:00:16.416Z,-2.417059
2026-01-01T00:00:16.632Z,-5.491551
2026-01-01T00:00:16.848Z,-8.467993
2026-01-01T00:00:17.064Z,-11.299297
2026-01-01T00:00:17.280Z,-13.940662
2026-01-01T00:00:17.496Z,-16.350284
2026-01-01T00:00:17.712Z,-18.490013
2026-01-01T00:00:17.928Z,-20.325956
2026-01-01T00:00:18.144Z,-21.829010
2026-01-01T00:00:18.360Z,-22.975322
2026-01-01T00:00:18.576Z,-23.746666
2026-01-01T00:00:18.792Z,-24.130729
2026-01-01T00:00:19.008Z,-24.121305
2026-01-01T00:00:19.224Z,-23.718394
2026-01-01T00:00:19.440Z,-22.928201
2026-01-01T00:00:19.656Z,-21.763040
2026-01-01T00:00:19.872Z,-20.241138
2026-01-01T00:00:20.088Z,-18.386347
2026-01-01T00:00:20.304Z,-16.227769
2026-01-01T00:00:20.520Z,-13.799299
2026-01-01T00:00:20.736Z,-11.139085
2026-01-01T00:00:20.952Z,-8.288933
2026-01-01T00:00:21.168Z,-5.293642
2026-01-01T00:00:21.384Z,-2.200302
2026-01-01T00:00:21.600Z,0.942453
2026-01-01T00:00:21.816Z,4.085208
2026-01-01T00:00:22.032Z,7.178548
2026-01-01T00:00:22.248Z,10.173839
2026-01-01T00:00:22.464Z,13.023991
2026-01-01T00:00:22.680Z,15.684204
2026-01-01T00:00:22.896Z,18.112675
2026-01-01T00:00:23.112Z,20.271252
2026-01-01T00:00:23.328Z,22.126043
2026-01-01T00:00:23.544Z,23.647945
2026-01-01T00:00:23.760Z,24.813105
2026-01-01T00:00:23.976Z,25.603298
2026-01-01T00:00:24.192Z,26.006208
2026-01-01T00:00:24.408Z,26.015632
2026-01-01T00:00:24.624Z,25.631569
2026-01-01T00:00:24.840Z,24.860225
2026-01-01T00:00:25.056Z,23.713912
2026-01-01T00:00:25.272Z,22.210857
2026-01-01T00:00:25.488Z,20.374914
2026-01-01T00:00:25.704Z,18.235184
2026-01-01T00:00:25.920Z,15.825562
2026-01-01T00:00:26.136Z,13.184196
2026-01-01T00:00:26.352Z,10.352892
2026-01-01T00:00:26.568Z,7.376449
2026-01-01T00:00:26.784Z,4.301956
2026-01-01T00:00:27.000Z,1.178049
2026-01-01T00:00:27.216Z,-1.945858
2026-01-01T00:00:27.432Z,-5.020351
2026-01-01T00:00:27.648Z,-7.996794
2026-01-01T00:00:27.864Z,-10.828099
2026-01-01T00:00:28.080Z,-13.469465
2026-01-01T00:00:28.296Z,-15.879087
2026-01-01T00:00:28.512Z,-18.018817
2026-01-01T00:00:28.728Z,-19.854761
2026-01-01T00:00:28.944Z,-21.357816
2026-01-01T00:00:29.160Z,-22.504129
2026-01-01T00:00:29.376Z,-23.275474
2026-01-01T00:00:29.592Z,-23.659537
2026-01-01T00:00:29.808Z,-23.650114
2026-01-01T00:00:30.024Z,-23.247204
2026-01-01T00:00:30.240Z,-22.457012
2026-01-01T00:00:30.456Z,-21.291852
2026-01-01T00:00:30.672Z,-19.769951
2026-01-01T00:00:30.888Z,-17.915160
2026-01-01T00:00:31.104Z,-15.756584
2026-01-01T00:00:31.320Z,-13.328114
2026-01-01T00:00:31.536Z,-10.667901
2026-01-01T00:00:31.752Z,-7.817750
2026-01-01T00:00:31.968Z,-4.822460
2026-01-01T00:00:32.184Z,-1.729121
2026-01-01T00:00:32.400Z,1.413633
2026-01-01T00:00:32.616Z,4.556387
2026-01-01T00:00:32.832Z,7.649726
2026-01-01T00:00:33.048Z,10.645016
2026-01-01T00:00:33.264Z,13.495167
2026-01-01T00:00:33.480Z,16.155380
2026-01-01T00:00:33.696Z,18.583849
2026-01-01T00:00:33.912Z,20.742425
2026-01-01T00:00:34.128Z,22.597215
2026-01-01T00:00:34.344Z,24.119116
2026-01-01T00:00:34.560Z,25.284276
2026-01-01T00:00:34.776Z,26.074467
2026-01-01T00:00:34.992Z,26.477377
2026-01-01T00:00:35.208Z,26.486800
2026-01-01T00:00:35.424Z,26.102735
2026-01-01T00:00:35.640Z,25.331390
2026-01-01T00:00:35.856Z,24.185076
2026-01-01T00:00:36.072Z,22.682021
2026-01-01T00:00:36.288Z,20.846076
2026-01-01T00:00:36.504Z,18.706345
2026-01-01T00:00:36.720Z,16.296722
2026-01-01T00:00:36.936Z,13.655355
2026-01-01T00:00:37.152Z,10.824049
2026-01-01T00:00:37.368Z,7.847605
2026-01-01T00:00:37.584Z,4.773112
2026-01-01T00:00:37.800Z,1.649203
2026-01-01T00:00:38.016Z,-1.474705
2026-01-01T00:00:38.232Z,-4.549199
2026-01-01T00:00:38.448Z,-7.525643
2026-01-01T00:00:38.664Z,-10.356949
2026-01-01T00:00:38.880Z,-12.998316
2026-01-01T00:00:39.096Z,-15.407940
2026-01-01T00:00:39.312Z,-17.547671
2026-01-01T00:00:39.528Z,-19.383616
2026-01-01T00:00:39.744Z,-20.886672
2026-01-01T00:00:39.960Z,-22.032986
2026-01-01T00:00:40.176Z,-22.804332
2026-01-01T00:00:40.392Z,-23.188397
2026-01-01T00:00:40.608Z,-23.178975
2026-01-01T00:00:40.824Z,-22.776066
2026-01-01T00:00:41.040Z,-21.985875
2026-01-01T00:00:41.256Z,-20.820717
2026-01-01T00:00:41.472Z,-19.298816
2026-01-01T00:00:41.688Z,-17.444027
2026-01-01T00:00:41.904Z,-15.285452
2026-01-01T00:00:42.120Z,-12.856984
2026-01-01T00:00:42.336Z,-10.196772
2026-01-01T00:00:42.552Z,-7.346622
2026-01-01T00:00:42.768Z,-4.351334
2026-01-01T00:00:42.984Z,-1.257995
2026-01-01T00:00:43.200Z,1.884757
2026-01-01T00:00:43.416Z,5.027510
2026-01-01T00:00:43.632Z,8.120848
2026-01-01T00:00:43.848Z,11.116136
2026-01-01T00:00:44.064Z,13.966286
2026-01-01T00:00:44.280Z,16.626497
2026-01-01T00:00:44.496Z,19.054965
2026-01-01T00:00:44.712Z,21.213540
2026-01-01T00:00:44.928Z,23.068329
2026-01-01T00:00:45.144Z,24.590228
2026-01-01T00:00:45.360Z,25.755387
2026-01-01T00:00:45.576Z,26.545576
2026-01-01T00:00:45.792Z,26.948485
2026-01-01T00:00:46.008Z,26.957906
2026-01-01T00:00:46.224Z,26.573841
2026-01-01T00:00:46.440Z,25.802494
2026-01-01T00:00:46.656Z,24.656178
2026-01-01T00:00:46.872Z,23.153121
2026-01-01T00:00:47.088Z,21.317176
2026-01-01T00:00:47.304Z,19.177443
2026-01-01T00:00:47.520Z,16.767818
2026-01-01T00:00:47.736Z,14.126450
2026-01-01T00:00:47.952Z,11.295143
2026-01-01T00:00:48.168Z,8.318698
2026-01-01T00:00:48.384Z,5.244202
2026-01-01T00:00:48.600Z,2.120293
2026-01-01T00:00:48.816Z,-1.003617
2026-01-01T00:00:49.032Z,-4.078113
2026-01-01T00:00:49.248Z,-7.054558
2026-01-01T00:00:49.464Z,-9.885866
2026-01-01T00:00:49.680Z,-12.527234
2026-01-01T00:00:49.896Z,-14.936860
2026-01-01T00:00:50.112Z,-17.076592
2026-01-01T00:00:50.328Z,-18.912539
2026-01-01T00:00:50.544Z,-20.415596
2026-01-01T00:00:50.760Z,-21.561912
2026-01-01T00:00:50.976Z,-22.333260
2026-01-01T00:00:51.192Z,-22.717326
2026-01-01T00:00:51.408Z,-22.707905
2026-01-01T00:00:51.624Z,-22.304998
2026-01-01T00:00:51.840Z,-21.514809
2026-01-01T00:00:52.056Z,-20.349652
2026-01-01T00:00:52.272Z,-18.827753
2026-01-01T00:00:52.488Z,-16.972966
2026-01-01T00:00:52.704Z,-14.814392
2026-01-01T00:00:52.920Z,-12.385925
2026-01-01T00:00:53.136Z,-9.725716
2026-01-01T00:00:53.352Z,-6.875567
2026-01-01T00:00:53.568Z,-3.880281
2026-01-01T00:00:53.784Z,-0.786944
2026-01-01T00:00:54.000Z,2.355807
2026-01-01T00:00:54.216Z,5.498558
2026-01-01T00:00:54.432Z,8.591894
2026-01-01T00:00:54.648Z,11.587181
2026-01-01T00:00:54.864Z,14.437329
2026-01-01T00:00:55.080Z,17.097538
2026-01-01T00:00:55.296Z,19.526005
2026-01-01T00:00:55.512Z,21.684578
2026-01-01T00:00:55.728Z,23.539365
2026-01-01T00:00:55.944Z,25.061263
2026-01-01T00:00:56.160Z,26.226419
2026-01-01T00:00:56.376Z,27.016607
2026-01-01T00:00:56.592Z,27.419514
2026-01-01T00:00:56.808Z,27.428934
2026-01-01T00:00:57.024Z,27.044866
2026-01-01T00:00:57.240Z,26.273517
2026-01-01T00:00:57.456Z,25.127200
2026-01-01T00:00:57.672Z,23.624142
2026-01-01T00:00:57.888Z,21.788194
2026-01-01T00:00:58.104Z,19.648460
2026-01-01T00:00:58.320Z,17.238833
2026-01-01T00:00:58.536Z,14.597463
2026-01-01T00:00:58.752Z,11.766154
2026-01-01T00:00:58.968Z,8.789707
2026-01-01T00:00:59.184Z,5.715210
2026-01-01T00:00:59.400Z,2.591298
2026-01-01T00:00:59.616Z,-0.532614
2026-01-01T00:00:59.832Z,-3.607111
2026-01-01T00:01:00.048Z,-6.583558
2026-01-01T00:01:00.264Z,-9.414867
2026-01-01T00:01:00.480Z,-12.056238
2026-01-01T00:01:00.696Z,-14.465865
2026-01-01T00:01:00.912Z,-16.605600
2026-01-01T00:01:01.128Z,-18.441548
2026-01-01T00:01:01.344Z,-19.944608
2026-01-01T00:01:01.560Z,-21.090925
2026-01-01T00:01:01.776Z,-21.862275
2026-01-01T00:01:01.992Z,-22.246343
2026-01-01T00:01:02.208Z,-22.236925
2026-01-01T00:01:02.424Z,-21.834019
2026-01-01T00:01:02.640Z,-21.043832
2026-01-01T00:01:02.856Z,-19.878677
2026-01-01T00:01:03.072Z,-18.356781
2026-01-01T00:01:03.288Z,-16.501995
2026-01-01T00:01:03.504Z,-14.343423
2026-01-01T00:01:03.720Z,-11.914959
2026-01-01T00:01:03.936Z,-9.254751
2026-01-01T00:01:04.152Z,-6.404605
2026-01-01T00:01:04.368Z,-3.409320
2026-01-01T00:01:04.584Z,-0.315985
2026-01-01T00:01:04.800Z,2.826764
2026-01-01T00:01:05.016Z,5.969513
2026-01-01T00:01:05.232Z,9.062847
2026-01-01T00:01:05.448Z,12.058132
2026-01-01T00:01:05.664Z,14.908278
2026-01-01T00:01:05.880Z,17.568485
2026-01-01T00:01:06.096Z,19.996949
2026-01-01T00:01:06.312Z,22.155520
2026-01-01T00:01:06.528Z,24.010305
2026-01-01T00:01:06.744Z,25.532201
2026-01-01T00:01:06.960Z,26.697355
2026-01-01T00:01:07.176Z,27.487541
2026-01-01T00:01:07.392Z,27.890446
2026-01-01T00:01:07.608Z,27.899863
2026-01-01T00:01:07.824Z,27.515794
2026-01-01T00:01:08.040Z,26.744443
2026-01-01T00:01:08.256Z,25.598123
2026-01-01T00:01:08.472Z,24.095063
2026-01-01T00:01:08.688Z,22.259113
2026-01-01T00:01:08.904Z,20.119377
2026-01-01T00:01:09.120Z,17.709748
2026-01-01T00:01:09.336Z,15.068375
2026-01-01T00:01:09.552Z,12.237064
2026-01-01T00:01:09.768Z,9.260615
2026-01-01T00:01:09.984Z,6.186115
2026-01-01T00:01:10.200Z,3.062201
2026-01-01T00:01:10.416Z,-0.061713
2026-01-01T00:01:10.632Z,-3.136212
2026-01-01T00:01:10.848Z,-6.112662
2026-01-01T00:01:11.064Z,-8.943973
2026-01-01T00:01:11.280Z,-11.585346
2026-01-01T00:01:11.496Z,-13.994976
2026-01-01T00:01:11.712Z,-16.134712
2026-01-01T00:01:11.928Z,-17.970663
2026-01-01T00:01:12.144Z,-19.473725
2026-01-01T00:01:12.360Z,-20.620045
2026-01-01T00:01:12.576Z,-21.391397
2026-01-01T00:01:12.792Z,-21.775467
2026-01-01T00:01:13.008Z,-21.766051
2026-01-01T00:01:13.224Z,-21.363148
2026-01-01T00:01:13.440Z,-20.572963
2026-01-01T00:01:13.656Z,-19.407811
2026-01-01T00:01:13.872Z,-17.885916
2026-01-01T00:01:14.088Z,-16.031133
2026-01-01T00:01:14.304Z,-13.872564
2026-01-01T00:01:14.520Z,-11.444101
2026-01-01T00:01:14.736Z,-8.783896
2026-01-01T00:01:14.952Z,-5.933752
2026-01-01T00:01:15.168Z,-2.938470
2026-01-01T00:01:15.384Z,0.154862
2026-01-01T00:01:15.600Z,3.297609
2026-01-01T00:01:15.816Z,6.440355
2026-01-01T00:01:16.032Z,9.533687
2026-01-01T00:01:16.248Z,12.528969
2026-01-01T00:01:16.464Z,15.379113
2026-01-01T00:01:16.680Z,18.039318
2026-01-01T00:01:16.896Z,20.467780
2026-01-01T00:01:17.112Z,22.626348
2026-01-01T00:01:17.328Z,24.481131
2026-01-01T00:01:17.544Z,26.003024
2026-01-01T00:01:17.760Z,27.168176
2026-01-01T00:01:17.976Z,27.958359
2026-01-01T00:01:18.192Z,28.361261
2026-01-01T00:01:18.408Z,28.370676
2026-01-01T00:01:18.624Z,27.986604
2026-01-01T00:01:18.840Z,27.215251
2026-01-01T00:01:19.056Z,26.068929
2026-01-01T00:01:19.272Z,24.565866
2026-01-01T00:01:19.488Z,22.729913
2026-01-01T00:01:19.704Z,20.590175
2026-01-01T00:01:19.920Z,18.180543
2026-01-01T00:01:20.136Z,15.539168
2026-01-01T00:01:20.352Z,12.707854
2026-01-01T00:01:20.568Z,9.731402
2026-01-01T00:01:20.784Z,6.656900
2026-01-01T00:01:21.000Z,3.532984
2026-01-01T00:01:21.216Z,0.409067
2026-01-01T00:01:21.432Z,-2.665435
2026-01-01T00:01:21.648Z,-5.641887
2026-01-01T00:01:21.864Z,-8.473201
2026-01-01T00:01:22.080Z,-11.114577
2026-01-01T00:01:22.296Z,-13.524209
2026-01-01T00:01:22.512Z,-15.663948
2026-01-01T00:01:22.728Z,-17.499902
2026-01-01T00:01:22.944Z,-19.002966
2026-01-01T00:01:23.160Z,-20.149289
2026-01-01T00:01:23.376Z,-20.920643
2026-01-01T00:01:23.592Z,-21.304717
2026-01-01T00:01:23.808Z,-21.295303
2026-01-01T00:01:24.024Z,-20.892403
2026-01-01T00:01:24.240Z,-20.102221
2026-01-01T00:01:24.456Z,-18.937071
2026-01-01T00:01:24.672Z,-17.415179
2026-01-01T00:01:24.888Z,-15.560399
2026-01-01T00:01:25.104Z,-13.401832
2026-01-01T00:01:25.320Z,-10.973373
2026-01-01T00:01:25.536Z,-8.313170
2026-01-01T00:01:25.752Z,-5.463029
2026-01-01T00:01:25.968Z,-2.467749
2026-01-01T00:01:26.184Z,0.625580
2026-01-01T00:01:26.400Z,3.768324
2026-01-01T00:01:26.616Z,6.911068
2026-01-01T00:01:26.832Z,10.004397
2026-01-01T00:01:27.048Z,12.999676
2026-01-01T00:01:27.264Z,15.849817
2026-01-01T00:01:27.480Z,18.510019
2026-01-01T00:01:27.696Z,20.938478
2026-01-01T00:01:27.912Z,23.097044
2026-01-01T00:01:28.128Z,24.951823
2026-01-01T00:01:28.344Z,26.473714
2026-01-01T00:01:28.560Z,27.638863
2026-01-01T00:01:28.776Z,28.429043
2026-01-01T00:01:28.992Z,28.831942
2026-01-01T00:01:29.208Z,28.841354
2026-01-01T00:01:29.424Z,28.457279
2026-01-01T00:01:29.640Z,27.685923
2026-01-01T00:01:29.856Z,26.539598
2026-01-01T00:01:30.072Z,25.036532
2026-01-01T00:01:30.288Z,23.200577
2026-01-01T00:01:30.504Z,21.060835
2026-01-01T00:01:30.720Z,18.651201
2026-01-01T00:01:30.936Z,16.009823
2026-01-01T00:01:31.152Z,13.178506
2026-01-01T00:01:31.368Z,10.202051
2026-01-01T00:01:31.584Z,7.127546
2026-01-01T00:01:31.800Z,4.003627
2026-01-01T00:01:32.016Z,0.879707
2026-01-01T00:01:32.232Z,-2.194798
2026-01-01T00:01:32.448Z,-5.171253
2026-01-01T00:01:32.664Z,-8.002570
2026-01-01T00:01:32.880Z,-10.643949
2026-01-01T00:01:33.096Z,-13.053584
2026-01-01T00:01:33.312Z,-15.193327
2026-01-01T00:01:33.528Z,-17.029283
2026-01-01T00:01:33.744Z,-18.532350
2026-01-01T00:01:33.960Z,-19.678676
2026-01-01T00:01:34.176Z,-20.450034
2026-01-01T00:01:34.392Z,-20.834110
2026-01-01T00:01:34.608Z,-20.824699
2026-01-01T00:01:34.824Z,-20.421802
2026-01-01T00:01:35.040Z,-19.631623
2026-01-01T00:01:35.256Z,-18.466476
2026-01-01T00:01:35.472Z,-16.944588
2026-01-01T00:01:35.688Z,-15.089811
2026-01-01T00:01:35.904Z,-12.931247
2026-01-01T00:01:36.120Z,-10.502791
2026-01-01T00:01:36.336Z,-7.842591
2026-01-01T00:01:36.552Z,-4.992453
2026-01-01T00:01:36.768Z,-1.997177
2026-01-01T00:01:36.984Z,1.096150
2026-01-01T00:01:37.200Z,4.238890
2026-01-01T00:01:37.416Z,7.381631
2026-01-01T00:01:37.632Z,10.474957
2026-01-01T00:01:37.848Z,13.470233
2026-01-01T00:01:38.064Z,16.320370
2026-01-01T00:01:38.280Z,18.980569
2026-01-01T00:01:38.496Z,21.409025
2026-01-01T00:01:38.712Z,23.567587
2026-01-01T00:01:38.928Z,25.422364
2026-01-01T00:01:39.144Z,26.944251
2026-01-01T00:01:39.360Z,28.109397
2026-01-01T00:01:39.576Z,28.899574
2026-01-01T00:01:39.792Z,29.302470
2026-01-01T00:01:40.008Z,29.311879
2026-01-01T00:01:40.224Z,28.927801
2026-01-01T00:01:40.440Z,28.156441
2026-01-01T00:01:40.656Z,27.010113
2026-01-01T00:01:40.872Z,25.507044
2026-01-01T00:01:41.088Z,23.671085
2026-01-01T00:01:41.304Z,21.531340
2026-01-01T00:01:41.520Z,19.121702
2026-01-01T00:01:41.736Z,16.480321
2026-01-01T00:01:41.952Z,13.649001
2026-01-01T00:01:42.168Z,10.672543
2026-01-01T00:01:42.384Z,7.598034
2026-01-01T00:01:42.600Z,4.474112
2026-01-01T00:01:42.816Z,1.350189
2026-01-01T00:01:43.032Z,-1.724320
2026-01-01T00:01:43.248Z,-4.700779
2026-01-01T00:01:43.464Z,-7.532099
2026-01-01T00:01:43.680Z,-10.173481
2026-01-01T00:01:43.896Z,-12.583119
2026-01-01T00:01:44.112Z,-14.722865
2026-01-01T00:01:44.328Z,-16.558825
2026-01-01T00:01:44.544Z,-18.061896
2026-01-01T00:01:44.760Z,-19.208225
2026-01-01T00:01:44.976Z,-19.979586
2026-01-01T00:01:45.192Z,-20.363666
2026-01-01T00:01:45.408Z,-20.354259
2026-01-01T00:01:45.624Z,-19.951365
2026-01-01T00:01:45.840Z,-19.161189
2026-01-01T00:01:46.056Z,-17.996046
2026-01-01T00:01:46.272Z,-16.474161
2026-01-01T00:01:46.488Z,-14.619387
2026-01-01T00:01:46.704Z,-12.460827
2026-01-01T00:01:46.920Z,-10.032374
2026-01-01T00:01:47.136Z,-7.372178
2026-01-01T00:01:47.352Z,-4.522044
2026-01-01T00:01:47.568Z,-1.526771
2026-01-01T00:01:47.784Z,1.566552
2026-01-01T00:01:48.000Z,4.709289
2026-01-01T00:01:48.216Z,7.852026
2026-01-01T00:01:48.432Z,10.945348
2026-01-01T00:01:48.648Z,13.940621
2026-01-01T00:01:48.864Z,16.790755
2026-01-01T00:01:49.080Z,19.450950
2026-01-01T00:01:49.296Z,21.879402
2026-01-01T00:01:49.512Z,24.037961
2026-01-01T00:01:49.728Z,25.892734
2026-01-01T00:01:49.944Z,27.414618
2026-01-01T00:01:50.160Z,28.579760
2026-01-01T00:01:50.376Z,29.369934
2026-01-01T00:01:50.592Z,29.772826
2026-01-01T00:01:50.808Z,29.782231
2026-01-01T00:01:51.024Z,29.398149
2026-01-01T00:01:51.240Z,28.626786
2026-01-01T00:01:51.456Z,27.480455
2026-01-01T00:01:51.672Z,25.977381
2026-01-01T00:01:51.888Z,24.141419
2026-01-01T00:01:52.104Z,22.001670
2026-01-01T00:01:52.320Z,19.592029
2026-01-01T00:01:52.536Z,16.950644
2026-01-01T00:01:52.752Z,14.119320
2026-01-01T00:01:52.968Z,11.142858
2026-01-01T00:01:53.184Z,8.068346
2026-01-01T00:01:53.400Z,4.944420
2026-01-01T00:01:53.616Z,1.820493
2026-01-01T00:01:53.832Z,-1.254019
2026-01-01T00:01:54.048Z,-4.230481
2026-01-01T00:01:54.264Z,-7.061806
2026-01-01T00:01:54.480Z,-9.703191
2026-01-01T00:01:54.696Z,-12.112834
2026-01-01T00:01:54.912Z,-14.252583
2026-01-01T00:01:55.128Z,-16.088547
2026-01-01T00:01:55.344Z,-17.591621
2026-01-01T00:01:55.560Z,-18.737954
2026-01-01T00:01:55.776Z,-19.509319
2026-01-01T00:01:55.992Z,-19.893403
2026-01-01T00:01:56.208Z,-19.883999
2026-01-01T00:01:56.424Z,-19.481109
2026-01-01T00:01:56.640Z,-18.690938
2026-01-01T00:01:56.856Z,-17.525798
2026-01-01T00:01:57.072Z,-16.003917
2026-01-01T00:01:57.288Z,-14.149147
2026-01-01T00:01:57.504Z,-11.990591
2026-01-01T00:01:57.720Z,-9.562142
2026-01-01T00:01:57.936Z,-6.901950
2026-01-01T00:01:58.152Z,-4.051819
2026-01-01T00:01:58.368Z,-1.056550
2026-01-01T00:01:58.584Z,2.036769
2026-01-01T00:01:58.800Z,5.179502
2026-01-01T00:01:59.016Z,8.322235
2026-01-01T00:01:59.232Z,11.415553
2026-01-01T00:01:59.448Z,14.410822
2026-01-01T00:01:59.664Z,17.260952
2026-01-01T00:01:59.880Z,19.921144
2026-01-01T00:02:00.096Z,22.349592
2026-01-01T00:02:00.312Z,24.508147
2026-01-01T00:02:00.528Z,26.362916
2026-01-01T00:02:00.744Z,27.884795
2026-01-01T00:02:00.960Z,29.049933
2026-01-01T00:02:01.176Z,29.840103
2026-01-01T00:02:01.392Z,30.242992
2026-01-01T00:02:01.608Z,30.252393
2026-01-01T00:02:01.824Z,29.868307
2026-01-01T00:02:02.040Z,29.096940
2026-01-01T00:02:02.256Z,27.950604
2026-01-01T00:02:02.472Z,26.447527
2026-01-01T00:02:02.688Z,24.611561
2026-01-01T00:02:02.904Z,22.471808
2026-01-01T00:02:03.120Z,20.062162
2026-01-01T00:02:03.336Z,17.420773
2026-01-01T00:02:03.552Z,14.589446
2026-01-01T00:02:03.768Z,11.612980
2026-01-01T00:02:03.984Z,8.538464
2026-01-01T00:02:04.200Z,5.414533
2026-01-01T00:02:04.416Z,2.290602
2026-01-01T00:02:04.632Z,-0.783914
2026-01-01T00:02:04.848Z,-3.760381
2026-01-01T00:02:05.064Z,-6.591709
2026-01-01T00:02:05.280Z,-9.233099
2026-01-01T00:02:05.496Z,-11.642745
2026-01-01T00:02:05.712Z,-13.782499
2026-01-01T00:02:05.928Z,-15.618467
2026-01-01T00:02:06.144Z,-17.121545
2026-01-01T00:02:06.360Z,-18.267882
2026-01-01T00:02:06.576Z,-19.039252
2026-01-01T00:02:06.792Z,-19.423339
2026-01-01T00:02:07.008Z,-19.413940
2026-01-01T00:02:07.224Z,-19.011054
2026-01-01T00:02:07.440Z,-18.220887
2026-01-01T00:02:07.656Z,-17.055752
2026-01-01T00:02:07.872Z,-15.533875
2026-01-01T00:02:08.088Z,-13.679109
2026-01-01T00:02:08.304Z,-11.520557
2026-01-01T00:02:08.520Z,-9.092112
2026-01-01T00:02:08.736Z,-6.431924
2026-01-01T00:02:08.952Z,-3.581798
2026-01-01T00:02:09.168Z,-0.586533
2026-01-01T00:02:09.384Z,2.506782
2026-01-01T00:02:09.600Z,5.649510
2026-01-01T00:02:09.816Z,8.792239
2026-01-01T00:02:10.032Z,11.885553
2026-01-01T00:02:10.248Z,14.880818
2026-01-01T00:02:10.464Z,17.730944
2026-01-01T00:02:10.680Z,20.391131
2026-01-01T00:02:10.896Z,22.819574
2026-01-01T00:02:11.112Z,24.978125
2026-01-01T00:02:11.328Z,26.832890
2026-01-01T00:02:11.544Z,28.354765
2026-01-01T00:02:11.760Z,29.519899
2026-01-01T00:02:11.976Z,30.310064
2026-01-01T00:02:12.192Z,30.712948
2026-01-01T00:02:12.408Z,30.722345
2026-01-01T00:02:12.624Z,30.338255
2026-01-01T00:02:12.840Z,29.566883
2026-01-01T00:02:13.056Z,28.420543
2026-01-01T00:02:13.272Z,26.917462
2026-01-01T00:02:13.488Z,25.081491
2026-01-01T00:02:13.704Z,22.941734
2026-01-01T00:02:13.920Z,20.532084
2026-01-01T00:02:14.136Z,17.890690
2026-01-01T00:02:14.352Z,15.059358
