Symbol,Date,Open,High,Low,Close,AdjClose,Volume
"AAPL","2013-07-05",60.055714,60.470001,59.335712,59.631428,46.779251,68506200
"AAPL","2013-07-08",60.015713,60.142857,58.664288,59.292858,46.51366,74534600
"AAPL","2013-07-09",59.085712,60.5,58.625713,60.335712,47.331741,88146100
"AAPL","2013-07-10",59.942856,60.685715,59.75,60.104286,47.150196,70351400
"AAPL","2013-07-11",60.421429,61.17857,60.167141,61.041428,47.885357,81573100
"AAPL","2013-07-12",61.092857,61.398571,60.487144,60.93,47.797943,69890800
"AAPL","2013-07-15",60.715714,61.637142,60.685715,61.062859,47.902172,60479300
"AAPL","2013-07-16",60.931427,61.529999,60.595715,61.457142,48.211479,54134500
"AAPL","2013-07-17",61.385715,61.745716,61.174286,61.472858,48.223812,49747600
"AAPL","2013-07-18",61.91143,62.124287,61.515713,61.68,48.386299,54719700
"AAPL","2013-07-19",61.871429,61.997143,60.621429,60.707142,47.623127,67180400
"AAPL","2013-07-22",61.351429,61.392857,60.781429,60.901428,47.775539,51949100
"AAPL","2013-07-23",60.857143,60.994286,59.815716,59.855713,46.955208,92348900
"AAPL","2013-07-24",62.704285,63.512856,62.18,62.93,49.366905,147984200
"AAPL","2013-07-25",62.957142,63.057144,62.258572,62.642857,49.14164,57373400
"AAPL","2013-07-26",62.185715,63.005714,62.048573,62.998573,49.420692,50038100
"AAPL","2013-07-29",62.971428,64.284286,62.885715,63.970001,50.182755,62014400
"AAPL","2013-07-30",64.279999,65.307144,64.175713,64.760002,50.802479,77355600
"AAPL","2013-07-31",64.998573,65.334282,64.204285,64.647141,50.713947,80739400
"AAPL","2013-08-01",65.10714,65.257141,64.751427,65.239998,51.17902,51562700
"AAPL","2013-08-02",65.43,66.121429,65.237144,66.077141,51.835732,68695900
"AAPL","2013-08-05",66.384285,67.238571,66.021431,67.064285,52.610134,79713900
"AAPL","2013-08-06",66.860001,67.412857,66.024284,66.464287,52.139446,83714400
"AAPL","2013-08-07",66.257141,66.714287,65.96714,66.425713,52.109192,74714500
"AAPL","2013-08-08",66.265717,66.300003,65.421425,65.858574,54.150658,63944300
"AAPL","2013-08-09",65.519997,65.779999,64.807144,64.921425,53.380112,66716300
"AAPL","2013-08-12",65.265717,66.949997,65.232857,66.765717,54.896542,91108500
"AAPL","2013-08-13",67.277145,70.665718,66.864288,69.938568,57.505344,220485300
"AAPL","2013-08-14",71.125717,72.035713,70.485718,71.214287,58.554276,189093100
"AAPL","2013-08-15",70.917145,71.771431,69.868568,71.129997,58.484966,122573500
"AAPL","2013-08-16",71.449997,71.848572,71.265717,71.761429,59.004147,90576500
"AAPL","2013-08-19",72.048569,73.391426,72,72.534286,59.639614,127629600
"AAPL","2013-08-20",72.815712,72.938568,71.545715,71.581429,58.856155,89672100
"AAPL","2013-08-21",71.941429,72.449997,71.599998,71.765717,59.007671,83969900
"AAPL","2013-08-22",72.139999,72.227142,71.171425,71.851425,59.078148,61051900
"AAPL","2013-08-23",71.895714,71.907143,71.335716,71.574287,58.850273,55682900
"AAPL","2013-08-26",71.535713,72.885712,71.5,71.852859,59.079327,82741400
"AAPL","2013-08-27",71.14286,71.78714,69.471428,69.798569,57.390232,106047200
"AAPL","2013-08-28",69.428574,70.828575,69.428574,70.128571,57.661564,76902000
"AAPL","2013-08-29",70.235718,70.928574,70.16143,70.242859,57.755524,59914400
"AAPL","2013-08-30",70.285713,70.421425,69.5,69.602859,57.229309,68074300
"AAPL","2013-09-03",70.442856,71.514282,69.621429,69.797142,57.389057,82982200
"AAPL","2013-09-04",71.365715,71.748573,70.897141,71.241432,58.576588,86258200
"AAPL","2013-09-05",71.464287,71.525711,70.519997,70.752853,58.174866,59091900
"AAPL","2013-09-06",71.205711,71.339996,69.992859,71.174286,58.521381,89881400
"AAPL","2013-09-09",72.14286,72.559998,71.925713,72.309998,59.455212,85171800
"AAPL","2013-09-10",72.314285,72.492859,69.928574,70.662857,58.100861,185798900
"AAPL","2013-09-11",66.715714,67.669998,66.401428,66.815712,54.937645,224674100
"AAPL","2013-09-12",66.928574,67.914284,66.572861,67.527145,55.522602,101012800
"AAPL","2013-09-13",67.048569,67.404289,66.385712,66.414284,54.607578,74708900
"AAPL","2013-09-16",65.85714,65.944283,63.888573,64.302856,52.87151,135926700
"AAPL","2013-09-17",63.994286,65.672859,63.92857,65.045715,53.4823,99845200
"AAPL","2013-09-18",66.168571,66.621429,65.808571,66.382858,54.581741,114215500
"AAPL","2013-09-19",67.242859,67.975716,67.035713,67.471428,55.476803,101135300
"AAPL","2013-09-20",68.285713,68.364288,66.571426,66.772858,54.902412,174825700
"AAPL","2013-09-23",70.871429,70.987144,68.942856,70.091431,57.631035,190526700
"AAPL","2013-09-24",70.697144,70.781425,69.688568,69.871429,57.450146,91086100
"AAPL","2013-09-25",69.885712,69.94857,68.775711,68.790001,56.560963,79239300
"AAPL","2013-09-26",69.428574,69.794289,69.128571,69.459999,57.111843,59305400
"AAPL","2013-09-27",69.111427,69.238571,68.674286,68.964287,56.704269,57010100
"AAPL","2013-09-30",68.178574,68.808571,67.772858,68.10714,55.999493,65039100
"AAPL","2013-10-01",68.349998,69.877144,68.339996,69.708572,57.316231,88470900
"AAPL","2013-10-02",69.375717,70.257141,69.10714,69.937141,57.504166,72296000
"AAPL","2013-10-03",70.072861,70.335716,68.677139,69.058571,56.781784,80688300
"AAPL","2013-10-04",69.122856,69.228569,68.371429,69.004288,56.737148,64717100
"AAPL","2013-10-07",69.508568,70.378571,69.335716,69.678574,57.291565,78073100
"AAPL","2013-10-08",69.991432,70.091431,68.648575,68.705711,56.491661,72729300
"AAPL","2013-10-09",69.234283,69.684288,68.325714,69.512856,57.155315,75431300
"AAPL","2013-10-10",70.188568,70.339996,69.577141,69.94857,57.513561,69650700
"AAPL","2013-10-11",69.57,70.548569,69.308571,70.401428,57.885921,66934700
"AAPL","2013-10-14",69.975716,71.082855,69.907143,70.862854,58.265316,65474500
"AAPL","2013-10-15",71.072861,71.714287,70.788574,71.239998,58.575417,80018400
"AAPL","2013-10-16",71.541428,71.790001,71.318573,71.587143,58.860844,62775300
"AAPL","2013-10-17",71.425713,72.111427,71.382858,72.071426,59.259037,63398300
"AAPL","2013-10-18",72.284286,72.751427,72.244286,72.69857,59.774693,72635500
"AAPL","2013-10-21",73.110001,74.900002,73.074287,74.480003,61.239429,99526700
"AAPL","2013-10-22",75.201431,75.492859,72.575714,74.267143,61.0644,133515900
"AAPL","2013-10-23",74.14286,75.095711,74.14286,74.994286,61.662289,78430800
"AAPL","2013-10-24",75,76.067146,74.635712,75.987144,62.478638,96191200
"AAPL","2013-10-25",75.902855,76.175713,75.015717,75.137146,61.779747,84448000
"AAPL","2013-10-28",75.577141,75.85714,74.744286,75.697144,62.240196,137610200
"AAPL","2013-10-29",76.610001,77.035713,73.505714,73.811432,60.689693,158951800
"AAPL","2013-10-30",74.230003,75.360001,73.860001,74.985718,61.655243,88540900
"AAPL","2013-10-31",75,75.355713,74.46714,74.671425,61.396824,68924100
"AAPL","2013-11-01",74.860001,74.971428,73.691429,74.290001,61.08321,68722500
"AAPL","2013-11-04",74.442856,75.260002,74.115715,75.25,61.872543,61156900
"AAPL","2013-11-05",74.940002,75.555717,74.714287,75.064285,61.719852,66303300
"AAPL","2013-11-06",74.878571,74.980003,74.028572,74.417145,63.779209,55843900
"AAPL","2013-11-07",74.225716,74.741432,73.197144,73.21286,62.747082,65655100
"AAPL","2013-11-08",73.511429,74.447144,73.227142,74.365715,63.735111,69829200
"AAPL","2013-11-11",74.284286,74.524284,73.487144,74.150002,63.550251,56863100
"AAPL","2013-11-12",73.952858,74.845711,73.85714,74.28714,63.667797,51069200
"AAPL","2013-11-13",74,74.60714,73.851425,74.375717,63.743702,49305200
"AAPL","2013-11-14",74.687141,75.611427,74.552856,75.451431,64.665649,70604800
"AAPL","2013-11-15",75.225716,75.584282,74.927139,74.998573,64.277519,79480100
"AAPL","2013-11-18",74.998573,75.312859,74.028572,74.089996,63.498821,61236000
"AAPL","2013-11-19",74.147141,74.76857,73.995712,74.221428,63.611477,52234700
"AAPL","2013-11-20",74.175713,74.345711,73.475716,73.571426,63.054394,48479200
"AAPL","2013-11-21",73.942856,74.458572,73.381432,74.44857,63.806152,65506700
"AAPL","2013-11-22",74.21714,74.594284,74.075714,74.257141,63.642082,55931400
"AAPL","2013-11-25",74.431427,75.124283,74.428574,74.82,64.124481,57327900
"AAPL","2013-11-26",74.874283,76.591431,74.85714,76.199997,65.307205,100345700
"AAPL","2013-11-27",76.615715,78,76.199997,77.994286,66.845009,90862100
"AAPL","2013-11-29",78.497147,79.761429,78.258568,79.438568,68.082802,79531900
"AAPL","2013-12-02",79.714287,80.618568,78.688568,78.747147,67.490242,118136200
"AAPL","2013-12-03",79.757141,80.91143,79.668571,80.902855,69.337791,112742000
"AAPL","2013-12-04",80.785713,81.312859,80.117142,80.714287,69.17617,94452400
"AAPL","2013-12-05",81.807144,82.162857,80.915718,81.128571,69.531235,111895000
"AAPL","2013-12-06",80.827141,80.964287,79.938568,80.002853,68.566452,86088100
"AAPL","2013-12-09",80.128571,81.368568,80.128571,80.918571,69.35125,80123400
"AAPL","2013-12-10",80.511429,81.125717,80.171425,80.792854,69.24353,69567400
"AAPL","2013-12-11",81,81.567146,79.955711,80.194283,68.730499,89929700
"AAPL","2013-12-12",80.305717,80.762856,80.004288,80.077141,68.630119,65572500
"AAPL","2013-12-13",80.407143,80.41143,79.095711,79.204285,67.882027,83205500
"AAPL","2013-12-16",79.288574,80.377144,79.28714,79.64286,68.257927,70648200
"AAPL","2013-12-17",79.401428,79.919998,79.054283,79.284286,67.950592,57475600
"AAPL","2013-12-18",78.528572,78.778572,76.971428,78.681427,67.433922,141465800
"AAPL","2013-12-19",78.5,78.571426,77.675713,77.779999,66.661339,80077200
"AAPL","2013-12-20",77.918571,78.80143,77.831429,78.431427,67.21965,109103400
"AAPL","2013-12-23",81.14286,81.531425,80.394287,81.441429,69.799385,125326600
"AAPL","2013-12-24",81.412857,81.697144,80.861427,81.095711,69.50309,41888700
"AAPL","2013-12-26",81.157143,81.35714,80.482857,80.557144,69.041496,51002000
"AAPL","2013-12-27",80.545715,80.629997,79.928574,80.012856,68.574997,56471100
"AAPL","2013-12-30",79.637146,80.012856,78.902855,79.21714,67.893066,63407400
"AAPL","2013-12-31",79.167145,80.182854,79.14286,80.145714,68.688881,55771100
"AAPL","2014-01-02",79.382858,79.575714,78.860001,79.01857,67.722862,58671200
"AAPL","2014-01-03",78.980003,79.099998,77.204285,77.28286,66.235268,98116900
"AAPL","2014-01-06",76.778572,78.114288,76.228569,77.704285,66.596466,103152700
"AAPL","2014-01-07",77.760002,77.994286,76.845711,77.148575,66.120186,79302300
"AAPL","2014-01-08",76.972855,77.937141,76.955711,77.637146,66.538902,64632400
"AAPL","2014-01-09",78.114288,78.122856,76.478569,76.645714,65.689217,69787200
"AAPL","2014-01-10",77.118568,77.257141,75.872856,76.134285,65.25087,76244000
"AAPL","2014-01-13",75.701431,77.5,75.697144,76.53286,65.592491,94623200
"AAPL","2014-01-14",76.888573,78.104286,76.808571,78.055717,66.897652,83140400
"AAPL","2014-01-15",79.074287,80.028572,78.808571,79.622856,68.240753,97909700
"AAPL","2014-01-16",79.271431,79.550003,78.811432,79.178574,67.859993,57319500
"AAPL","2014-01-17",78.78286,78.867142,77.128571,77.238571,66.197319,106684900
"AAPL","2014-01-21",77.284286,78.581429,77.202858,78.438568,67.225777,82131700
"AAPL","2014-01-22",78.701431,79.612854,78.258568,78.78714,67.524521,94996300
"AAPL","2014-01-23",78.562859,79.5,77.830002,79.454285,68.096291,100809800
"AAPL","2014-01-24",79.14286,79.374283,77.821426,78.010002,66.858467,107338700
"AAPL","2014-01-27",78.581429,79.257141,77.964287,78.64286,67.400864,138719700
"AAPL","2014-01-28",72.68,73.571426,71.724289,72.35714,62.013683,266380800
"AAPL","2014-01-29",71.992859,72.48143,71.23143,71.535713,61.309677,125702500
"AAPL","2014-01-30",71.791428,72.35714,70.957146,71.397141,61.190922,169625400
"AAPL","2014-01-31",70.739998,71.647141,70.507141,71.514282,61.291309,116199300
"AAPL","2014-02-03",71.80143,72.53286,71.328575,71.647141,61.405186,100366000
"AAPL","2014-02-04",72.264282,72.779999,71.822861,72.684288,62.294071,94170300
"AAPL","2014-02-05",72.365715,73.611427,72.321426,73.227142,62.759319,82086200
"AAPL","2014-02-06",72.865715,73.35714,72.544289,73.215714,65.476723,64441300
"AAPL","2014-02-07",74.482857,74.704285,73.91143,74.239998,66.392738,92570100
"AAPL","2014-02-10",74.094284,75.998573,74,75.57,67.582138,86389800
"AAPL","2014-02-11",75.80143,76.821426,75.64286,76.565712,68.472603,70564200
"AAPL","2014-02-12",76.707146,77.080002,76.177139,76.559998,68.467506,77025200
"AAPL","2014-02-13",76.379997,77.835716,76.314285,77.775711,69.554703,76849500
"AAPL","2014-02-14",77.495712,77.997147,77.315712,77.71286,69.49852,68231100
"AAPL","2014-02-18",78,78.741432,77.944283,77.998573,69.754028,65062900
"AAPL","2014-02-19",77.821426,78.127144,76.335716,76.767143,68.652756,78442000
"AAPL","2014-02-20",76.141426,76.714287,75.571426,75.878571,67.858101,76464500
"AAPL","2014-02-21",76.112854,76.367142,74.942856,75.035713,67.10434,69696200
"AAPL","2014-02-24",74.735718,75.702858,74.631432,75.364288,67.398178,72227400
"AAPL","2014-02-25",75.625717,75.652855,74.428574,74.580002,66.696777,57988000
"AAPL","2014-02-26",74.80143,75,73.657143,73.907143,66.095062,69054300
"AAPL","2014-02-27",73.877144,75.540001,73.721428,75.381432,67.413513,75470500
"AAPL","2014-02-28",75.582855,76.10714,74.58857,75.177139,67.230804,92992200
"AAPL","2014-03-03",74.774284,75.807144,74.687141,75.394287,67.424995,59695300
"AAPL","2014-03-04",75.85714,76.091431,75.395714,75.891426,67.869591,64785000
"AAPL","2014-03-05",75.845711,76.39286,75.589996,76.05143,68.01268,50015700
"AAPL","2014-03-06",76.112854,76.348572,75.442856,75.821426,67.806984,46372200
"AAPL","2014-03-07",75.870003,75.997147,75.150002,75.777145,67.767372,55182400
"AAPL","2014-03-10",75.480003,76.190002,75.477142,75.845711,67.82872,44646000
"AAPL","2014-03-11",76.492859,76.96286,76.084282,76.584282,68.48922,69806100
"AAPL","2014-03-12",76.358574,76.764282,76,76.658569,68.555649,49831600
"AAPL","2014-03-13",76.777145,77.094284,75.594284,75.807144,67.794228,64435700
"AAPL","2014-03-14",75.541428,75.841431,74.714287,74.955711,67.032784,59299800
"AAPL","2014-03-17",75.385712,75.709999,75.121429,75.248573,67.294701,49886200
"AAPL","2014-03-18",75.128571,75.995712,75.028572,75.914284,67.89003,52411800
"AAPL","2014-03-19",76.03714,76.605713,75.571426,75.894287,67.872169,56189000
"AAPL","2014-03-20",75.69857,76.095711,75.335716,75.528572,67.54509,52099600
"AAPL","2014-03-21",75.989998,76.25,75.190002,76.124283,68.077827,93511600
"AAPL","2014-03-24",76.917145,77.214287,76.437141,77.027145,68.885262,88925200
"AAPL","2014-03-25",77.35714,77.964287,77.084282,77.855713,69.626259,70573300
"AAPL","2014-03-26",78.074287,78.428574,76.980003,77.111427,68.96064,74942000
"AAPL","2014-03-27",77.145714,77.35714,76.445717,76.779999,68.664246,55507900
"AAPL","2014-03-28",76.902855,76.991432,76.321426,76.694283,68.587601,50141000
"AAPL","2014-03-31",77.03286,77.258568,76.561432,76.677139,68.572273,42167300
"AAPL","2014-04-01",76.822861,77.410004,76.681427,77.378571,69.199539,50190000
"AAPL","2014-04-02",77.482857,77.639999,77.18,77.507141,69.314529,45105200
"AAPL","2014-04-03",77.341431,77.5,76.805717,76.970001,68.834145,40586000
"AAPL","2014-04-04",77.115715,77.14286,75.797142,75.974289,67.943726,68812800
"AAPL","2014-04-07",75.431427,75.842857,74.555717,74.781425,66.87693,72462600
"AAPL","2014-04-08",75.027145,75.160004,74.099998,74.777145,66.8731,60972100
"AAPL","2014-04-09",74.662857,75.784286,74.574287,75.760002,67.75206,51542400
"AAPL","2014-04-10",75.811432,76.034286,74.738571,74.78286,66.878227,59913000
"AAPL","2014-04-11",74.14286,74.690002,73.877144,74.230003,66.383789,67929400
"AAPL","2014-04-14",74.557144,74.594284,73.887146,74.525711,66.648232,51418500
"AAPL","2014-04-15",74.324287,74.519997,73.047142,73.994286,66.172997,66622500
"AAPL","2014-04-16",74.007141,74.441429,73.44857,74.144287,66.307129,53691400
"AAPL","2014-04-17",74.285713,75.394287,74.171425,74.991432,67.064743,71083600
"AAPL","2014-04-21",75.048569,76.019997,74.851425,75.881432,67.860657,45637200
"AAPL","2014-04-22",75.472855,75.975716,75.214287,75.957146,67.928375,50640800
"AAPL","2014-04-23",75.580002,75.875717,74.921425,74.964287,67.040466,98735000
"AAPL","2014-04-24",81.172859,81.428574,80.104286,81.110001,72.536575,189977900
"AAPL","2014-04-25",80.647141,81.71286,80.565712,81.705711,73.069313,97568800
"AAPL","2014-04-28",81.828575,85.10714,81.792854,84.870003,75.899139,167371400
"AAPL","2014-04-29",84.82,85.139999,84.215714,84.618568,75.674263,84344400
"AAPL","2014-04-30",84.662857,85.632858,84.257141,84.298569,75.3881,114160200
"AAPL","2014-05-01",84.571426,84.971428,83.765717,84.497147,75.565689,61012000
"AAPL","2014-05-02",84.620003,84.885712,84.244286,84.654289,75.706215,47878600
"AAPL","2014-05-05",84.305717,85.85714,84.285713,85.851425,76.776825,71766800
"AAPL","2014-05-06",85.971428,86.344284,84.915718,84.915718,75.940018,93641100
"AAPL","2014-05-07",85.035713,85.327141,83.961426,84.618568,75.674263,70716100
"AAPL","2014-05-08",84.035713,84.915718,83.771431,83.998573,78.15863,57574300
"AAPL","2014-05-09",83.505714,83.75,82.904289,83.648575,77.832993,72899400
"AAPL","2014-05-12",83.927139,84.808571,83.914284,84.690002,78.801994,53302200
"AAPL","2014-05-13",84.571426,84.934288,84.385712,84.822861,78.925613,39934300
"AAPL","2014-05-14",84.632858,85.342857,84.534286,84.83857,78.940239,41601000
"AAPL","2014-05-15",84.957146,85.228569,84.005714,84.117142,78.268967,57711500
"AAPL","2014-05-16",84.089996,85.361427,83.628571,85.358574,79.424072,69064100
"AAPL","2014-05-19",85.407143,86.761429,85.332855,86.370003,80.365196,79438800
"AAPL","2014-05-20",86.358574,86.628571,85.818573,86.387146,80.381149,58709000
"AAPL","2014-05-21",86.261429,86.671425,86.008568,86.615715,80.593834,49214900
"AAPL","2014-05-22",86.657143,87.121429,86.300003,86.752853,80.721428,50190000
"AAPL","2014-05-23",86.75,87.818573,86.638573,87.732857,81.633316,58052400
"AAPL","2014-05-27",87.982857,89.408569,87.947144,89.375717,83.161942,87216500
"AAPL","2014-05-28",89.431427,89.975716,89.111427,89.144287,82.946617,78870400
"AAPL","2014-05-29",89.692856,90.98143,89.681427,90.76857,84.457962,94118500
"AAPL","2014-05-30",91.139999,92.024284,89.842857,90.428574,84.141617,141005200
"AAPL","2014-06-02",90.565712,90.690002,88.928574,89.807144,83.563377,92337700
"AAPL","2014-06-03",89.779999,91.248573,89.75,91.077141,84.745071,73177300
"AAPL","2014-06-04",91.062859,92.555717,90.872856,92.117142,85.712769,83870500
"AAPL","2014-06-05",92.314285,92.767143,91.80143,92.478569,86.049088,75951400
"AAPL","2014-06-06",92.842857,93.03714,92.067146,92.224289,85.812477,87484600
"AAPL","2014-06-09",92.699997,93.879997,91.75,93.699997,87.185577,75415000
"AAPL","2014-06-10",94.730003,95.050003,93.57,94.25,87.697365,62777000
"AAPL","2014-06-11",94.129997,94.760002,93.470001,93.860001,87.334457,45681000
"AAPL","2014-06-12",94.040001,94.120003,91.900002,92.290001,85.873611,54749000
"AAPL","2014-06-13",92.199997,92.440002,90.879997,91.279999,84.933846,54525000
"AAPL","2014-06-16",91.510002,92.75,91.449997,92.199997,85.789871,35561000
"AAPL","2014-06-17",92.309998,92.699997,91.800003,92.080002,85.678207,29726000
"AAPL","2014-06-18",92.269997,92.290001,91.349998,92.18,85.771263,33514000
"AAPL","2014-06-19",92.290001,92.300003,91.339996,91.860001,85.473503,35528000
"AAPL","2014-06-20",91.849998,92.550003,90.900002,90.910004,84.589569,100898000
"AAPL","2014-06-23",91.32,91.620003,90.599998,90.830002,84.515114,43694000
"AAPL","2014-06-24",90.75,91.739998,90.190002,90.279999,84.003365,39036000
"AAPL","2014-06-25",90.209999,90.699997,89.650002,90.360001,84.077789,36869000
"AAPL","2014-06-26",90.370003,91.050003,89.800003,90.900002,84.580269,32629000
"AAPL","2014-06-27",90.82,92,90.769997,91.980003,85.585167,64029000
"AAPL","2014-06-30",92.099998,93.730003,92.089996,92.93,86.469116,49482300
"AAPL","2014-07-01",93.519997,94.07,93.129997,93.519997,87.018105,38223000
"AAPL","2014-07-02",93.870003,94.059998,93.089996,93.480003,86.980873,28465000
"AAPL","2014-07-03",93.669998,94.099998,93.199997,94.029999,87.49263,22891800
"AAPL","2014-07-07",94.139999,95.989998,94.099998,95.970001,89.297775,56468000
"AAPL","2014-07-08",96.269997,96.800003,93.919998,95.349998,88.720863,65222000
"AAPL","2014-07-09",95.440002,95.949997,94.760002,95.389999,88.758087,36436000
"AAPL","2014-07-10",93.760002,95.550003,93.519997,95.040001,88.432434,39686000
"AAPL","2014-07-11",95.360001,95.889999,94.860001,95.220001,88.599915,34018000
"AAPL","2014-07-14",95.860001,96.889999,95.650002,96.449997,89.744392,42810000
"AAPL","2014-07-15",96.800003,96.849998,95.029999,95.32,88.692963,45477900
"AAPL","2014-07-16",96.970001,97.099998,94.739998,94.779999,88.190491,53396300
"AAPL","2014-07-17",95.029999,95.279999,92.57,93.089996,86.618011,57298000
"AAPL","2014-07-18",93.620003,94.739998,93.019997,94.43,87.864822,49988000
"AAPL","2014-07-21",94.989998,95,93.720001,93.940002,87.408913,39079000
"AAPL","2014-07-22",94.68,94.889999,94.120003,94.720001,88.134674,55197000
"AAPL","2014-07-23",95.419998,97.879997,95.169998,97.190002,90.432945,92918000
"AAPL","2014-07-24",97.040001,97.32,96.419998,97.029999,90.284065,45729000
"AAPL","2014-07-25",96.849998,97.839996,96.639999,97.669998,90.87957,43469000
"AAPL","2014-07-28",97.82,99.239998,97.550003,99.019997,92.135719,55318000
"AAPL","2014-07-29",99.330002,99.440002,98.25,98.379997,91.540215,43143000
"AAPL","2014-07-30",98.440002,98.699997,97.669998,98.150002,91.326195,33010000
"AAPL","2014-07-31",97.160004,97.449997,95.330002,95.599998,88.953499,56843000
"AAPL","2014-08-01",94.900002,96.620003,94.809998,96.129997,89.44664,48511000
"AAPL","2014-08-04",96.370003,96.580002,95.169998,95.589996,88.944183,39958000
"AAPL","2014-08-05",95.360001,95.68,94.360001,95.120003,88.506859,55933000
"AAPL","2014-08-06",94.75,95.480003,94.709999,94.959999,88.357979,38558000
"AAPL","2014-08-07",94.93,95.949997,94.099998,94.480003,88.348633,46711000
"AAPL","2014-08-08",94.260002,94.82,93.279999,94.739998,88.591759,41865000
"AAPL","2014-08-11",95.269997,96.080002,94.839996,95.989998,89.760643,36585000
"AAPL","2014-08-12",96.040001,96.879997,95.610001,95.970001,89.741943,33795000
"AAPL","2014-08-13",96.150002,97.239998,96.040001,97.239998,90.929512,31916000
"AAPL","2014-08-14",97.330002,97.57,96.800003,97.5,91.172653,28116000
"AAPL","2014-08-15",97.900002,98.190002,96.860001,97.980003,91.621513,48951000
"AAPL","2014-08-18",98.489998,99.370003,97.980003,99.160004,92.724922,47572000
"AAPL","2014-08-19",99.410004,100.68,99.32,100.529999,94.006012,69399000
"AAPL","2014-08-20",100.440002,101.089996,99.949997,100.57,94.043434,52699000
"AAPL","2014-08-21",100.57,100.940002,100.110001,100.580002,94.05278,33478000
"AAPL","2014-08-22",100.290001,101.470001,100.190002,101.32,94.744743,44184000
"AAPL","2014-08-25",101.790001,102.169998,101.279999,101.540001,94.95047,40270000
"AAPL","2014-08-26",101.419998,101.5,100.860001,100.889999,94.342651,33152000
"AAPL","2014-08-27",101.019997,102.57,100.699997,102.129997,95.502167,52369000
"AAPL","2014-08-28",101.589996,102.779999,101.559998,102.25,95.614388,68460000
"AAPL","2014-08-29",102.860001,102.900002,102.199997,102.5,95.848152,44595000
"AAPL","2014-09-02",103.059998,103.739998,102.720001,103.300003,96.59626,53564000
"AAPL","2014-09-03",103.099998,103.199997,98.580002,98.940002,92.519188,125421000
"AAPL","2014-09-04",98.849998,100.089996,97.790001,98.120003,91.752419,85718000
"AAPL","2014-09-05",98.800003,99.389999,98.309998,98.970001,92.547249,58457000
"AAPL","2014-09-08",99.300003,99.309998,98.050003,98.360001,91.976845,46356700
